x,y,z,cluster
3.56528,1.93003,-0.800859,6
3.57878,1.90904,-0.801265,6
3.59389,1.88887,-0.802077,6
3.60976,1.86903,-0.803092,6
3.63512,1.85396,-0.806339,6
3.66218,1.83953,-0.809992,6
3.67954,1.82007,-0.811413,6
3.69592,1.80003,-0.812631,6
3.71219,1.77985,-0.813848,6
3.73102,1.7608,-0.815675,6
3.75063,1.742,-0.817704,6
3.76837,1.72221,-0.819328,6
3.78423,1.70146,-0.820546,6
3.85734,1.62174,-0.827852,6
3.86994,1.59916,-0.828461,6
3.88784,1.5787,-0.830288,6
3.91019,1.5599,-0.833129,6
3.93427,1.54159,-0.836377,6
3.9703,1.49977,-0.840233,6
3.99136,1.4798,-0.842871,6
4.00865,1.45829,-0.844698,6
4.0249,1.4363,-0.846322,6
4.04196,1.41449,-0.848148,6
4.29903,1.1292,-0.881839,6
4.30208,1.10183,-0.881027,6
4.31541,1.07707,-0.882448,6
1.41213,-3.08972,-0.664674,8
1.36986,-3.04652,-0.652902,8
1.37134,-3.10054,-0.663253,8
1.81883,3.7192,-0.872129,6
1.83684,3.69835,-0.869763,6
1.85686,3.68178,-0.868472,6
1.87586,3.66336,-0.866752,6
1.89335,3.64225,-0.864386,6
1.91293,3.62538,-0.863095,6
2.07896,3.46235,-0.849761,6
2.09661,3.44369,-0.848255,6
2.11617,3.42827,-0.84761,6
2.13613,3.41356,-0.84718,6
2.15599,3.39874,-0.84675,6
2.17363,3.38052,-0.845459,6
2.24388,3.30837,-0.840728,6
2.26414,3.29454,-0.840728,6
2.2832,3.27898,-0.840297,6
2.30159,3.26252,-0.839652,6
2.32043,3.24674,-0.839222,6
2.3363,3.22691,-0.837716,6
2.35086,3.20542,-0.835781,6
2.36524,3.18388,-0.833845,6
2.38062,3.16384,-0.83234,6
2.39585,3.14374,-0.830834,6
2.41271,3.12588,-0.829974,6
2.42884,3.10717,-0.828898,6
2.44422,3.08762,-0.827608,6
2.45885,3.06723,-0.826102,6
2.47393,3.04753,-0.824812,6
2.49072,3.03003,-0.824167,6
2.50802,3.01319,-0.823736,6
2.52772,2.99924,-0.824167,6
2.54607,2.98367,-0.824167,6
2.56433,2.96799,-0.824167,6
2.62918,2.89621,-0.821801,6
2.6469,2.88002,-0.821801,6
2.66319,2.8623,-0.821371,6
2.6807,2.8459,-0.821371,6
2.69475,2.82587,-0.820295,6
2.71,2.80717,-0.81965,6
2.72717,2.79049,-0.81965,6
2.7415,2.77092,-0.81879,6
2.75707,2.75267,-0.81836,6
2.77808,2.73982,-0.81965,6
2.79763,2.72545,-0.82051,6
2.81501,2.70891,-0.820725,6
2.83158,2.69158,-0.820725,6
2.84661,2.67282,-0.820295,6
2.86368,2.65597,-0.82051,6
2.88208,2.64033,-0.821156,6
2.89967,2.6239,-0.821586,6
2.91572,2.60606,-0.821586,6
2.93092,2.58748,-0.821371,6
2.94527,2.56816,-0.82094,6
2.96319,2.55195,-0.821586,6
2.98103,2.53562,-0.822231,6
2.99877,2.51917,-0.822876,6
3.01643,2.50259,-0.823521,6
3.03324,2.48527,-0.823952,6
3.04919,2.46723,-0.824167,6
